Chemical Name,shape,coating,diameter mean,diameter Units,Chemical Purity Mean,surface (m2/g),size mean,Size Units,Dissolution,zp mean,zp Units,Species group,Species Scientific Name,media type,illumination,Endpoint,Duration,Observed Duration Units,Toxicity Conc Mean,Toxicity Conc Units,authors,title,journal,vol,issue,year
Ag, ,protein,12.5,nm, , ,50.7,nm, ,-16.1,mV,crustacean,Daphnia magna,"river water, conductivity 421 µS/cm, DOC 35 mg C/L, pH 7.45",dark,LC50,24,h,109,µg Ag/L,"Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne",Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,20,5,2013
Ag, ,protein,12.5,nm, , ,50.7,nm, ,-16.5,mV,crustacean,Daphnia magna,"lake water, conductivity 143 µS/cm, DOC 22 mg C/L, pH 7.6",dark,LC50,24,h,185,µg Ag/L,"Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne",Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,20,5,2013
Ag, ,PVP,8.4,nm, , ,105.7,nm, ,-4.86,mV,crustacean,Daphnia magna,"moderately hard artificial fresh water (US EPA 2005), conductivity 665 µS/cm, DOC 0 mg C/L, pH 7.8-8.0",dark,LC50,24,h,20,µg Ag/L,"Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne",Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,20,5,2013
Ag, ,PVP,8.4,nm, , ,105.7,nm, ,-4.86,mV,crustacean,Daphnia magna,"river water, conductivity 560 µS/cm, DOC 15.3 mg C/L, pH 8.3",dark,LC50,24,h,55.5,µg Ag/L,"Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne",Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,20,5,2013
Ag, ,PVP,8.4,nm, , ,105.7,nm, ,-4.86,mV,crustacean,Daphnia magna,"lake water, conductivity 439 µS/cm, DOC 11.8 mg C/L, pH 8.3",dark,LC50,24,h,73.3,µg Ag/L,"Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne",Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,20,5,2013
Ag, ,PVP,8.4,nm, , ,105.7,nm, ,-4.86,mV,crustacean,Daphnia magna,"lake water, conductivity 143 µS/cm, DOC 22 mg C/L, pH 7.6",dark,LC50,24,h,176,µg Ag/L,"Blinova, Irina; Niskanen, Jukka; Kajankari, Paula; Kanarbik, Liina; Kaekinen, Aleksandr; Tenhu, Heikki; Penttinen, Olli-Pekka; Kahru, Anne",Toxicity of two types of silver nanoparticles to aquatic crustaceans Daphnia magna and Thamnocephalus platyurus,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,20,5,2013
Ag,various spherical,leaf extract,77.5,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,double distilled sterilized water,14-h/10-h light/dark cycle,LC50,24,h,0.891,mg/L,"Gnanadesigan, M.; Anand, M.; Ravikumar, S.; Maruthupandy, M.; Vijayakumar, V.; Selvam, S.; Dhineshkumar, M.; Kumaraguru, A. K.",Biosynthesis of silver nanoparticles by using mangrove plant extract and their potential mosquito larvicidal property,ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE,4,10,2011
Ag,various spherical,leaf extract,77.5,nm, , , ,nm, , ,mV,crustacean,Daphnia magna,double distilled sterilized water,14-h/10-h light/dark cycle,LC50,24,h,0.585,mg/L,"Gnanadesigan, M.; Anand, M.; Ravikumar, S.; Maruthupandy, M.; Vijayakumar, V.; Selvam, S.; Dhineshkumar, M.; Kumaraguru, A. K.",Biosynthesis of silver nanoparticles by using mangrove plant extract and their potential mosquito larvicidal property,ASIAN PACIFIC JOURNAL OF TROPICAL MEDICINE,4,10,2011
Ag, , ,100,nm, , ,107,nm, , ,mV,crustacean,Daphnia magna,artificial spring water (EPA 2002),16-h/8-h light/dark cycle,LC50,96,h,2.18, µg/L,"Bernot, Randall J.; Brandenburg, Michael",Freshwater snail vital rates affected by non-lethal concentrations of silver nanoparticles,HYDROBIOLOGIA,714,1,2013
Ag, ,noncoated,35  (TEM 114.0 ± 65 ),nm, ,40, ,nm,0.1-2% at 50 µg Ag/L in 72 h, ,mV,crustacean,Daphnia magna,embryo culture water (0.60 mg of marine salts [Tropic Marin] per litre of deionised water), ,LC50,48,h,500, µg/L,"Osborne, Olivia J.; Johnston, Blair D.; Moger, Julian; Balousha, Mohammed; Lead, Jamie R.; Kudoh, Tetsuhiro; Tyler, Charles R.",Effects of particle size and coating on nanoscale Ag and TiO2 exposure in zebrafish (Danio rerio) embryos,NANOTOXICOLOGY,7,8,2013
Ag, ,citrate,35  (TEM 114.0 ± 65 ),nm, ,40, ,nm,0.1-2% at 50 µg Ag/L in 72 h, ,mV,crustacean,Daphnia magna,embryo culture water (0.60 mg of marine salts [Tropic Marin] per litre of deionised water), ,LC50,48,h,5000, µg/L,"Osborne, Olivia J.; Johnston, Blair D.; Moger, Julian; Balousha, Mohammed; Lead, Jamie R.; Kudoh, Tetsuhiro; Tyler, Charles R.",Effects of particle size and coating on nanoscale Ag and TiO2 exposure in zebrafish (Danio rerio) embryos,NANOTOXICOLOGY,7,8,2013
Ag,wire,PVP,30,nm, , , ,nm,no Ag+ release detected,-18,mV,crustacean,Daphnia magna,"nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8",16-h/8-h light/dark cycle,LC50,24,h,421, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,wire,PVP,65,nm, , , ,nm,no Ag+ release detected, ,mV,crustacean,Daphnia magna,"nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8",16-h/8-h light/dark cycle,LC50,24,h,233.9, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,wire,Al-doped SiO2,30,nm, , , ,nm,10 µg/L at 111 µM,-32,mV,crustacean,Daphnia magna,"nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8",16-h/8-h light/dark cycle,LC50,24,h,155, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,wire,Al-doped SiO2,65,nm, , , ,nm,no Ag+ release detected, ,mV,crustacean,Daphnia magna,"nutritive COMBO media (concentration, mg/L): CaCl2•2H2O 55, MgSO4•7H2O 55.5, K2HPO4 4.36, NaNO3 42.5, NaHCO3 50.5, Na2SiO3•9H2O, 14.2 H3BO3 12, pH 7.4-7.8",16-h/8-h light/dark cycle,LC50,24,h,522, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,wire,PVP,30,nm, , , ,nm,2 µg/L at 111 µM,-18,mV,crustacean,Daphnia magna,"moderately hard water formulation (concentration, mg/L): NaHCO3 0.192, MgSO4•7H2O 0.246, CaSO4•2H2O, 0.12 KCl 0.008, 7.80-8.0",16-h/8-h light/dark cycle,LC50,24,h,260.7, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,wire,PVP,65,nm, , , ,nm,no Ag+ release detected, ,mV,crustacean,Daphnia magna,"moderately hard water formulation (concentration, mg/L): NaHCO3 0.192, MgSO4•7H2O 0.246, CaSO4•2H2O, 0.12 KCl 0.008, 7.80-8.0",16-h/8-h light/dark cycle,LC50,24,h,415.4, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,wire,Al-doped SiO2,30,nm, , , ,nm,3 µg/L at 111 µM,-32,mV,crustacean,Daphnia magna,"moderately hard water formulation (concentration, mg/L): NaHCO3 0.192, MgSO4•7H2O 0.246, CaSO4•2H2O, 0.12 KCl 0.008, 7.80-8.0",16-h/8-h light/dark cycle,LC50,24,h,3.6, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,wire,Al-doped SiO2,65,nm, , , ,nm,no Ag+ release detected, ,mV,crustacean,Daphnia magna,"moderately hard water formulation (concentration, mg/L): NaHCO3 0.192, MgSO4•7H2O 0.246, CaSO4•2H2O, 0.12 KCl 0.008, 7.80-8.0",16-h/8-h light/dark cycle,LC50,24,h,226.5, µg/L,"Scanlan, Leona D.; Reed, Robert B.; Loguinov, Alexandre V.; Antczak, Philipp; Tagmount, Abderrahmane; Aloni, Shaul; Nowinski, Daniel Thomas; Luong, Pauline; Tran, Christine; Karunaratne, Nadeeka; Don Pham; Lin, Xin Xin; Falciani, Francesco; Higgins, Christopher P.; Ranville, James F.; Vulpe, Chris D.; Gilbert, Benjamin",Silver Nanowire Exposure Results in Internalization and Toxicity to Daphnia magna,ACS NANO,7,12,2013
Ag,circularity 0.87,branched polyethyleneimine BPEI,10,nm, , ,10.9,nm,recovery of Ag was in the range 96–101%,28.8,mV,crustacean,Daphnia magna,"MHW (conductance 560 μS/cm, hardness 280 mg/L as CaCO3), pH range of 7.0–7.2",16-h/8-h light/dark cycle,LC50,48,h,0.41, µg/L,"Silva, Thilini; Pokhrel, Lok R.; Dubey, Brajesh; Tolaymat, Thabet M.; Maier, Kurt J.; Liu, Xuefeng","Particle size, surface charge and concentration dependent ecotoxicity of three organo-coated silver nanoparticles: Comparison between general linear model-predicted and observed toxicity",SCIENCE OF THE TOTAL ENVIRONMENT,468,,2014
Ag,circularity 0.88,citrate,56,nm, , ,11,nm,recovery of Ag was in the range 96–101%,-20.08,mV,crustacean,Daphnia magna,"MHW (conductance 560 μS/cm, hardness 280 mg/L as CaCO3), pH range of 7.0–7.2",16-h/8-h light/dark cycle,LC50,48,h,2.88, µg/L,"Silva, Thilini; Pokhrel, Lok R.; Dubey, Brajesh; Tolaymat, Thabet M.; Maier, Kurt J.; Liu, Xuefeng","Particle size, surface charge and concentration dependent ecotoxicity of three organo-coated silver nanoparticles: Comparison between general linear model-predicted and observed toxicity",SCIENCE OF THE TOTAL ENVIRONMENT,468,,2014
Ag,circularity 0.87,PVP,72,nm, , ,11,nm,recovery of Ag was in the range 96–101%,-7.49,mV,crustacean,Daphnia magna,"MHW (conductance 560 μS/cm, hardness 280 mg/L as CaCO3), pH range of 7.0–7.2",16-h/8-h light/dark cycle,LC50,48,h,4.79, µg/L,"Silva, Thilini; Pokhrel, Lok R.; Dubey, Brajesh; Tolaymat, Thabet M.; Maier, Kurt J.; Liu, Xuefeng","Particle size, surface charge and concentration dependent ecotoxicity of three organo-coated silver nanoparticles: Comparison between general linear model-predicted and observed toxicity",SCIENCE OF THE TOTAL ENVIRONMENT,468,,2014
Ag, , ,15,nm, , ,12.9,nm,~0.04%, ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,24,h,174.4, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, , ,15,nm, , ,12.9,nm,~0.04%, ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,48,h,169.2, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, , ,15,nm, , ,12.9,nm,~0.04%, ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,72,h,126.6, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, , ,15,nm, , ,12.9,nm,~0.04%, ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,96,h,126.6, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, , ,15,nm, , ,35,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,24,h,92, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, , ,15,nm, , ,35,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,48,h,92, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, , ,15,nm, , ,35,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,72,h,78.5, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, , ,15,nm, , ,35,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,96,h,78.6, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,40.6,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,24,h,113.4, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,40.6,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,48,h,95.9, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,40.6,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,72,h,91.1, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,40.6,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,96,h,87, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,10.9,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,24,h,104, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,10.9,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,48,h,100.8, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,10.9,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,72,h,100.8, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,citrate,15,nm, , ,10.9,nm, , ,mV,crustacean,Daphnia magna,dechlorinated tap water,OECD 203 Test Guidelines,LC50,96,h,93.6, µg/L,"Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)",JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES,39,4,2013
Ag, ,alkane,7.5,nm, , ,215,nm,The average percentage recovery of Ag was 91%, ,mV,crustacean,Daphnia magna,ASTM (American Society for Testing and Materials) medium,16-h/8-h light/dark cycle,LC50,24,h,11.41, µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag, ,alkane,7.5,nm, , ,215,nm,The average percentage recovery of Ag was 91%, ,mV,crustacean,Daphnia magna,ASTM (American Society for Testing and Materials) medium,16-h/8-h light/dark cycle,LC50,48,h,11.02, µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag, ,alkane,7.5,nm, , ,215,nm,The average percentage recovery of Ag was 91%, ,mV,crustacean,Daphnia magna,ASTM (American Society for Testing and Materials) medium with food ,16-h/8-h light/dark cycle,LC50,24,h,81.84, µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag, ,alkane,7.5,nm, , ,215,nm,The average percentage recovery of Ag was 91%, ,mV,crustacean,Daphnia magna,ASTM (American Society for Testing and Materials) medium with food ,16-h/8-h light/dark cycle,LC50,48,h,72, µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag, ,alkane,7.5,nm, , ,150,nm,The average percentage recovery of Ag was 91%, ,mV,crustacean,Daphnia magna,"carbon-filtered water added with salt “Instant Ocean Synthetic Sea Salt”, conductivity: 550 ± 50 μS, pH: 7.5 ± 0.5 and dissolved oxygen 95% saturation",16-h/8-h light/dark cycle,LC50,96,h,128.4, µg/L,"Ribeiro, Fabianne; Gallego-Urrea, Julian Alberto; Jurkschat, Kerstin; Crossley, Alison; Hassellov, Martin; Taylor, Cameron; Soares, Amadeu M. V. M.; Loureiro, Susana","Silver nanoparticles and silver nitrate induce high toxicity to Pseudokirchneriella subcapitata, Daphnia magna and Danio rerio",SCIENCE OF THE TOTAL ENVIRONMENT,466,,2014
Ag,spherical,citrate,20,nm, , ,28,nm,0.04,-38.5,mV,crustacean,Daphnia magna,"very soft reconstituted water 30-µS/cm: 48 mg/L NaHCO3; 30.0 mg/L CaSO4*2H2O; 30.0 mg/L MgSO4; 2.0 mg/L KCl; pH 7.3 to 7.5; hardness 40 mg to 48 mg CaCO3 equivalents/L; and alkalinity 30 mg to 35 mg CaCO3
equivalents/L",16-h/8-h light/dark cycle,LC50,48,h,11.5, µg/L,"Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.",DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,33,8,2014
Ag,spherical,citrate,20,nm, , ,28,nm,0.04,-38.5,mV,crustacean,Daphnia magna,"very soft reconstituted water 30-µS/cm: 48 mg/L NaHCO3; 30.0 mg/L CaSO4*2H2O; 30.0 mg/L MgSO4; 2.0 mg/L KCl; pH 7.3 to 7.5; hardness 40 mg to 48 mg CaCO3 equivalents/L; and alkalinity 30 mg to 35 mg CaCO3
equivalents/L",16-h/8-h light/dark cycle,LC50,48,h,10.4, µg/L,"Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.",DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,33,8,2014
