Chemical Name,shape,coating,diameter mean,diameter Units,Chemical Purity Mean,surface (m2/g),size mean,Size Units,Dissolution,zp mean,zp Units,Species group,Species Scientific Name,media type,illumination,Endpoint,Duration,Observed Duration Units,Toxicity Conc Mean,Toxicity Conc Units,authors,title,journal,vol,issue,year,id
"Ag","spherical","citrate","54","nm"," "," ","57","nm"," ","-38.1","mV","crustacean","Daphnia magna","very soft reconstituted water 30-µS/cm: 48 mg/L NaHCO3; 30.0 mg/L CaSO4*2H2O; 30.0 mg/L MgSO4; 2.0 mg/L KCl; pH 7.3 to 7.5; hardness 40 mg to 48 mg CaCO3 equivalents/L; and alkalinity 30 mg to 35 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","6.5"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","176"
"Ag"," "," ","100","nm"," "," ","865.4","nm","analysed, value not given","-25.7","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","2.8","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","177"
"Ag","spherical","citrate","76","nm"," "," ","86","nm"," ","-38.2","mV","crustacean","Daphnia magna","very soft reconstituted water 30-µS/cm: 48 mg/L NaHCO3; 30.0 mg/L CaSO4*2H2O; 30.0 mg/L MgSO4; 2.0 mg/L KCl; pH 7.3 to 7.5; hardness 40 mg to 48 mg CaCO3 equivalents/L; and alkalinity 30 mg to 35 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","9.4"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","179"
"Ag","spherical","citrate","76","nm"," "," ","86","nm","1.7 (95%CI 1.1–2.4) µg/L at LC50","-38.2","mV","crustacean","Daphnia magna","very soft reconstituted water 30-µS/cm: 48 mg/L NaHCO3; 30.0 mg/L CaSO4*2H2O; 30.0 mg/L MgSO4; 2.0 mg/L KCl; pH 7.3 to 7.5; hardness 40 mg to 48 mg CaCO3 equivalents/L; and alkalinity 30 mg to 35 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","7.1"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","181"
"Ag"," "," ","100","nm"," "," ","616.6","nm","analysed, value not given","-26.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","2.1","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","182"
"Ag"," "," ","100","nm"," "," ","147.7","nm","analysed, value not given","-33","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","3.9","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","184"
"Ag","spherical","citrate","76","nm"," "," ","86","nm","1.4 (95%CI 1.1–1.5) µg/L at LC50","-38.2","mV","crustacean","Daphnia magna","very soft reconstituted water 30-µS/cm: 48 mg/L NaHCO3; 30.0 mg/L CaSO4*2H2O; 30.0 mg/L MgSO4; 2.0 mg/L KCl; pH 7.3 to 7.5; hardness 40 mg to 48 mg CaCO3 equivalents/L; and alkalinity 30 mg to 35 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","6.9"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","186"
"Ag","spherical","citrate","20","nm"," "," ","28","nm","3.7 (95%CI 3.3–4.2) µg/L at LC50","-38.5","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","11.1"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","188"
"Ag"," "," ","100","nm"," "," ","168.9","nm","analysed, value not given","-34.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","3.3","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","189"
"Ag"," "," ","100","nm"," "," ","173.9","nm","analysed, value not given","-31.8","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","2.7","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","192"
"Ag"," "," ","100","nm"," "," ","616.6","nm","analysed, value not given","-26.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","2.9","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","193"
"Ag"," "," ","100","nm"," "," ","168.9","nm","analysed, value not given","-34.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","3.1","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","196"
"Ag"," "," ","100","nm"," "," ","616.6","nm","analysed, value not given","-26.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","3","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","197"
"Ag"," "," ","100","nm"," "," ","168.9","nm","analysed, value not given","-34.6","mV","crustacean","Daphnia magna","moderately hard reconstituted water (96 mg/L NaHCO3, 60 mg/L CaSO4·2H2O, 60 mg/L MgSO4, 4 mg/L KCl; pH 7.6, according to the US EPA)","16-h/8-h light/dark cycle","EC50","24","h","2.7","µg Ag/L","Jo, Hun Je; Choi, Jae Woo; Lee, Sang Hyup; Hong, Seok Won","Acute toxicity of Ag and CuO nanoparticle suspensions against Daphnia magna: The importance of their dissolved fraction varying with preparation methods","JOURNAL OF HAZARDOUS MATERIALS","227","","2012","199"
"Ag"," "," ","15","nm"," "," ","12.9","nm","~0.04%"," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","96","h","126.6"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","201"
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","24","h","92"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","203"
"Ag","spherical","citrate","20","nm"," "," ","28","nm","1.4 (95%CI 1.2–1.7) µg/L at LC50","-38.5","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","8.1"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","205"
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","48","h","92"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","206"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli JI131 (pSLlux) sodB−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","2","h","18.8","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","208"
"Ag","spherical","citrate","20","nm"," "," ","28","nm","1.2 (95%CI 0.9–1.5) µg/L at LC50","-38.5","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO3
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","10.2"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","210"
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","72","h","78.5"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","211"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli AS393 (pSLlux) sodC−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","2","h","19.7","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","212"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli AS391 (pSLlux) sodABC−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","2","h","3.11","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","213"
"Ag","spherical","citrate","54","nm"," "," ","57","nm","0.3 (95%CI 0.2–0.3) µg/L at LC50","-38.5","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO4
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","11.3"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","214"
"Ag"," "," ","15","nm"," "," ","35","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","96","h","78.6"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","215"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli JI132 (pSLlux) sodAB−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","2","h","3.79","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","216"
"Ag","spherical","citrate","54","nm"," "," ","57","nm","0.9 (95%CI 0.8–1.0) µg/L at LC50","-38.1","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO5
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","4.2"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","217"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli JI130 (pSLlux) sodA−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","2","h","30.9","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","218"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli AS393 (pSLlux) sodC−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","30","min","329","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","219"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","24","h","113.4"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","220"
"Ag","spherical","citrate","54","nm"," "," ","57","nm"," ","-38.1","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO6
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","8.5"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","221"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli JI130 (pSLlux) sodA−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","30","min","331","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","222"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","48","h","95.9"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","223"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli AB1157 (pSLlux) sod wt","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","2","h","45.9","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","224"
"Ag","spherical","citrate","76","nm"," "," ","86","nm"," ","-38.2","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO7
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","13.9"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","225"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli JI131 (pSLlux) sodB−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","30","min","485","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","226"
"Ag","spherical","citrate","76","nm"," "," ","86","nm","2.9 (95%CI 2.5–3.5) µg/L at LC50","-38.2","mV","crustacean","Daphnia magna","soft reconstituted water 150-µS/cm: 96 mg/L NaHCO3; 60.0 mg/L CaSO4*2H2O; 60.0 mg/L MgSO4; 4.0 mg/L KCl; pH 7.4 to 7.8; hardness 80 mg to 100 mg CaCO3 equivalents/L; and alkalinity 60 mg to 70 mg CaCO8
equivalents/L","16-h/8-h light/dark cycle","LC50","48","h","8.7"," µg/L","Harmon, Ashley R.; Kennedy, Alan J.; Poda, Aimee R.; Bednar, Anthony J.; Chappell, Mark A.; Steevens, Jeffery A.","DETERMINATION OF NANOSILVER DISSOLUTION KINETICS AND TOXICITY IN AN ENVIRONMENTALLY RELEVANT AQUEOUS MEDIUM","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","33","8","2014","227"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli AS391 (pSLlux) sodABC−","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","30","min","5.8","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","228"
"Ag"," "," ","100","nm"," "," "," ","nm","3.3% at 1 to 30 mg/L"," ","mV","bacteria","E. coli AB1157 (pSLlux) sod wt","1:1 0.9% NaCl:MilliQ water","dark","EC50 ","30","min","571","mg/L","Ivask, A.; Bondarenko, O.; Jepihhina, N.; Kahru, A.","Profiling of the reactive oxygen species-related ecotoxicity of CuO, ZnO, TiO(2), silver and fullerene nanoparticles using a set of recombinant luminescent Escherichia coli strains: differentiating the impact of particles and solubilised metals","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","398","2","2010","229"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","72","h","91.1"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","230"
"Ag","spherical","PVP","15","nm","silver content 9.7 ± 0.4%"," ","57.6","nm","< 2% in 48 h","-17","mV","crustacean","Daphnia galeata","M4 medium without EDTA","16-h/8-h light/dark cycle","EC50","48","h","13.9","µg Ag/L","Voelker, Carolin; Boedicker, Cathinka; Daubenthaler, Jan; Oetken, Matthias; Oehlmann, Joerg","Comparative Toxicity Assessment of Nanosilver on Three Daphnia Species in Acute, Chronic and Multi-Generation Experiments","PLOS ONE","8","10","2013","231"
"Ag"," ","citrate","15","nm"," "," ","40.6","nm"," "," ","mV","crustacean","Daphnia magna","dechlorinated tap water","OECD 203 Test Guidelines","LC50","96","h","87"," µg/L","Choi, Kyungho; ???; Park, Yena; ???; ???; Kwon, Dongwook; Yoon, Tae-Hyun","Effects of Size, Impurities, and Citrate Capping on the Toxicity of Manufactured Silver Nano-particles to Larval Zebrafish (Danio rerio)","JOURNAL OF ENVIRONMENTAL HEALTH SCIENCES","39","4","2013","232"
